asin,author,rank,title,year
0688123163,Ken Blanchard,51,Raving Fans: A Revolutionary Approach To Customer Service,1998
038079487X,Pearl Cleage,52,What Looks Like Crazy on an Ordinary Day (Oprah's Book Club),1998
068484401X,David Gardner,53,The Motley Fool Investment Workbook,1998
0375404031,Caroline Alexander,54,The Endurance: Shackleton's Legendary Antarctic Expedition,1998
0684841363,Iyanla Vanzant,55,In the Meantime: Finding Yourself and the Love You Want,1998
0679886478,Janet Schulman,56,The 20th-Century Children's Book Treasury: Picture Books and Stories to Read Aloud,1998
0205191584,William Strunk Jr.,57,"The Elements of Style, Third Edition",1998
0679410708,Harold Evans,58,The American Century,1998
0679435271,Jimmy Buffett,59,A Pirate Looks at Fifty,1998
0316051144,Robert Arnot M.D.,60,"The Breast Cancer Prevention Diet: The Powerful Foods, Supplements, and Drugs That Can Save Your Life",1998
1580600506,Tony Hillerman,61,The Fallen Man,1998
0767902513,Bill Bryson,62,A Walk in the Woods: Rediscovering America on the Appalachian Trail,1998
0812929004,Adrian J. Slywotzky,63,The Profit Zone: How Strategic Business Design Will Lead You to Tomorrow's Profits,1998
1580600514,Dean R. Koontz,64,Intensity,1998
0140157352,Roger Fisher,65,Getting to Yes: Negotiating Agreement Without Giving In,1998
0875847471,John P. Kotter,66,Leading Change,1998
0590353403,J.K. Rowling,67,Harry Potter And The Sorcerer's Stone,1998
0060976845,Rebecca Wells,68,Little Altars Everywhere,1998
0962962813,Laura Corn,69,101 Nights of Grrreat Sex: Secret Sealed Seductions for Fun-Loving Couples,1998
0684843994,David Gardner,70,You Have More Than You Think: The Motley Fool Guide To Investing What You Have,1998
0375700757,Charles Frazier,71,Cold Mountain: A Novel,1998
0684845903,Robert Sheard,72,The Unemotional Investor : Simple Systems for Beating the Market,1998
0553379534,Christiane Northrup…,73,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",1998
0875846513,Robert S. Kaplan,74,The Balanced Scorecard: Translating Strategy into Action,1998
1580600492,Sue Grafton,75,L is for Lawless,1998
0201339870,Stan Davis,76,Blur: The Speed of Change In the Connected Economy,1998
0812926765,Robert E. Kelley,77,How to Be a Star at Work: 9 Breakthrough Strategies You Need to Succeed,1998
0446519138,Sarah Ban Breathnach,78,Simple Abundance: A Daybook of Comfort of Joy,1998
0887307280,Michael E. Gerber,79,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1998
037570504X,Edwidge Danticat,80,"Breath, Eyes, Memory (Oprah's Book Club)",1998
0887308872,Geoffrey A. Moore,81,The Gorilla Game: An Investor's Guide to Picking Winners in High Technology,1998
0684841347,Iyanla Vanzant,82,One Day My Soul Just Opened Up: 40 Days and 40 Nights Toward Spiritual Strength and Personal Growth,1998
0201633612,Erich Gamma,83,Design Patterns: Elements of Reusable Object-Oriented Software,1998
0684874350,Frank McCourt,84,Angela's Ashes (The Frank McCourt Memoirs),1998
0805036504,Sue Grafton,85,N is for Noose,1998
0821224972,Valerie Shaff,86,If Only You Knew How Much I Smell You: True Portraits of Dogs,1998
039304016X,Sebastian Junger,87,The Perfect Storm: A True Story of Men Against the Sea,1998
0679450777,Edward O. Wilson,88,Consilience: The Unity of Knowledge,1998
0395938473,David Macaulay,89,The New Way Things Work,1998
0028610105,Mark Bittman,90,How To Cook Everything: Simple Recipes for Great Food,1998
0767902386,Cherie Carter-Scott,91,"If Life Is a Game, These Are the Rules: Ten Rules for Being Human as Introduced in Chicken Soup for the Soul",1998
0060175966,Simon Winchester,92,The Professor and the Madman,1998
0399142789,Neale Donald Walsch,93,"Conversations with God: An Uncommon Dialogue, Book 1",1998
0137669577,Cay S. Horstmann,94,Core Java 1.1 Volume 1: Fundamentals,1998
0385482485,Thomas Cahill,95,The Gifts of the Jews (Hinges of History),1998
1565921496,Tom Christiansen,96,Programming Perl,1998
0871134640,Gary Kinder,97,Ship of Gold in the Deep Blue Sea,1998
0875845851,Clayton M.…,98,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,1998
0446673463,Stephen E. Heiman,99,"The New Strategic Selling: The Unique Sales System Proven Successful by the World's Best Companies, Revised and Updated for the 21st Century",1998
156305339X,Bob Nelson,100,1001 Ways to Reward Employees,1998
0439136350,J.K. Rowling,1,Harry Potter And The Prisoner Of Azkaban,1999
0439064864,J.K. Rowling,2,Harry Potter and the Chamber of Secrets,1999
0590353403,J.K. Rowling,3,Harry Potter And The Sorcerer's Stone,1999
0452278384,Dr. Rachael F. Heller,4,The Carbohydrate Addict's Lifespan Program: Personalized Plan for bcmg Slim Fit Healthy your 40s 50s 60s Beyond,1999
0385484518,Mitch Albom,5,"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",1999
0399144463,Spencer Johnson,6,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,1999
0375502025,Tom Brokaw,7,The Greatest Generation,1999
0451173392,Dr. Rachael F. Heller,8,The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting (Signet),1999
038529929X,Thomas Harris,9,Hannibal: A Novel,1999
0060193395,Bill Phillips,10,Body for Life: 12 Weeks to Mental and Physical Strength,1999
0380727293,Robert C. Atkins,11,Dr. Atkins' New Diet Revolution,1999
0385493800,John Grisham,12,The Testament,1999
0679781587,Arthur Golden,13,Memoirs of a Geisha: A Novel,1999
0684848783,Frank McCourt,14,'Tis: A Memoir,1999
059035342X,J.K. Rowling,15,Harry Potter and the Sorcerer's Stone,1999
0316569321,Janet Fitch,16,White Oleander,1999
0316601950,Anita Shreve,17,The Pilot's Wife (Oprah's Book Club),1999
0553574752,Michael R. Eades,18,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",1999
0821226339,Richard B. Stolley,19,Life: Our Century In Pictures,1999
0375707972,Bernhard Schlink,20,The Reader,1999
0399145087,Patricia Cornwell,21,Black Notice (A Scarpetta Novel),1999
0385483279,Peter Jennings,22,The Century,1999
067169507X,Gary Zukav,23,The Seat of the Soul,1999
0684852861,Marcus Buckingham,24,"First, Break All the Rules: What the World's Greatest Managers Do Differently",1999
0812930371,Patricia B. Seybold,25,Customers.com: How to Create a Profitable Business Strategy for the Internet and Beyond,1999
0875845851,Clayton M.…,26,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,1999
0385335121,Maeve Binchy,27,Tara Road: Oprah Selection #26,1999
0671708635,Stephen R. Covey,28,The 7 Habits of Highly Effective People,1999
0060392991,Mick Foley,29,Mankind: Have a Nice Day - A Tale of Blood and Sweatsocks,1999
0679444815,Michael Crichton,30,Timeline,1999
0609804618,The Onion,31,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,1999
0345425588,H. Leighton Steward,32,Sugar Busters!  Cut Sugar to Trim Fat,1999
0316929190,George Stephanopoulos,33,All Too Human: A Political Education,1999
0786865482,Phillip C. McGraw,34,"Life Strategies: Doing What Works, Doing What Matters",1999
0446525685,Bill Gates,35,Business @ the Speed of Thought: Succeeding in the Digital Economy,1999
084232920X,Jerry B. Jenkins,36,"Assassins (Left Behind, Book 6)",1999
0451177177,Dr. Rachael F. Heller,37,The Carbohydrate Addict's Gram Counter: Essential Food Facts at a Glance (Signet),1999
068484267X,Frank McCourt,38,Angela's Ashes: A Memoir,1999
0671015206,Thomas J. Stanley,39,The Millionaire Next Door,1999
0374332657,Louis Sachar,40,Holes (Newberry Medal Book),1999
0609601628,Suzanne Somers,41,Suzanne Somers' Get Skinny on Fabulous Food,1999
0374192030,Thomas L. Friedman,42,The Lexus and the Olive Tree,1999
0446672211,Billie Letts,43,Where the Heart Is,1999
0684853515,Stephen King,44,Hearts In Atlantis,1999
1570714606,Garner,45,And the Crowd Goes Wild: Relive the Most Celebrated Sporting Events Ever Broadcast (Book and 2 Audio CDs),1999
0393048136,Michael Lewis,46,The New New Thing : A Silicon Valley Story,1999
0805059555,Sue Grafton,47,"""O"" Is for Outlaw",1999
0842329129,Tim LaHaye,48,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),1999
0805499547,Henry T. Blackaby,49,Experiencing God: Knowing and Doing the Will of God (Workbook),1999
0380730138,A. Manette Ansay,50,Vinegar Hill (Oprah's Book Club),1999
0671038184,Bret Lott,51,Jewel (Oprah's Book Club),1999
0786866276,Melinda Haynes,52,Mother of Pearl,1999
0446392308,John E. Sarno,53,Healing Back Pain: The Mind-Body Connection,1999
0380973464,Neal Stephenson,54,Cryptonomicon,1999
0553379534,Christiane Northrup…,55,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",1999
0871318156,Robert C. Atkins…,56,Dr. Atkins' New Carbohydrate Gram Counter,1999
0684827034,Tom Gardner,57,The Motley Fool Investment Guide: How the Fools Beat Wall Street's Wise Men and How You Can Too,1999
0375503943,Tom Brokaw,58,The Greatest Generation Speaks: Letters and Reflections,1999
1573221112,Dalai Lama,59,The Art of Happiness: A Handbook for Living,1999
0842329161,Jerry B. Jenkins,60,Apollyon: The Destroyer Is Unleashed (Left Behind #5),1999
0060928336,Rebecca Wells,61,Divine Secrets of the Ya-Ya Sisterhood: A Novel,1999
0374281947,Scott Turow,62,Personal Injuries (Scott Turow),1999
0684844184,David Maraniss,63,When Pride Still Mattered: A Life of Vince Lombardi,1999
0684867621,Stephen King,64,The Girl Who Loved Tom Gordon : A Novel,1999
039914255X,Peter J. D'Adamo,65,"Eat Right 4 Your Type: The Individualized Diet Solution to Staying Healthy, Living Longer & Achieving Your Ideal Weight",1999
068815428X,Ken Blanchard,66,Gung Ho! Turn On the People in Any Organization,1999
0964385619,Robert T. Kiyosaki,67,"Rich Dad, Poor Dad: What the Rich Teach Their Kids about Money - That the Poor and the Middle Class Do Not!",1999
0805061835,William Pollack,68,Real Boys: Rescuing Our Sons from the Myths of Boyhood,1999
0684844001,Tom Gardner,69,"The MOTLEY FOOL'S RULE BREAKERS, RULE MAKERS: THE FOOLISH GUIDE TO PICKING STOCKS",1999
081676526X,Zalme,70,How To Draw Pokemon,1999
0393046885,Brian Greene,71,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1999
0071345663,David S. Nassar,72,How to Get Started in Electronic Day Trading: Everything You Need to Know to Play Wall Street's Hottest Game,1999
0316693286,James Patterson,73,Pop Goes the Weasel (Alex Cross),1999
0670878103,Jan Karon,74,"A New Song (The Mitford Years, Book 5)",1999
0767903447,Dave Pelz,75,Dave Pelz's Short Game Bible: Master the Finesse Swing and Lower Your Score (Dave Pelz Scoring Game Series),1999
0385720106,Jane Hamilton,76,A Map of the World: A Novel (Oprah's Book Club),1999
0688123163,Ken Blanchard,77,Raving Fans: A Revolutionary Approach To Customer Service,1999
0684838184,Harry S. Dent,78,The Roaring 2000s: Building the Wealth and Life Style You Desire in the Greatest Boom in History,1999
0375404031,Caroline Alexander,79,The Endurance: Shackleton's Legendary Antarctic Expedition,1999
0884270610,Eliyahu M. Goldratt,80,The Goal: A Process of Ongoing Improvement,1999
0060930535,Barbara Kingsolver,81,The Poisonwood Bible (Oprah's Book Club),1999
0887307396,James C. Collins,82,Built to Last: Successful Habits of Visionary Companies,1999
0452269334,Dr. Rachael F. Heller,83,The Carbohydrate Addict's Program for Success,1999
0782123813,Todd Lammle,84,CCNA: Cisco Certified Network Associate Study Guide,1999
0060191341,Michael F. Roizen…,85,RealAge: Are You as Young as You Can Be?,1999
0446525537,Nicholas Sparks,86,A Walk to Remember,1999
0802713432,Dava Sobel,87,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",1999
0393317552,Jared M. Diamond,88,"Guns, Germs, and Steel: The Fates of Human Societies",1999
0684852624,Bob Woodward,89,Shadow: Five Presidents and the Legacy of Watergate,1999
0375501916,John McCain,90,Faith of My Fathers,1999
0440226430,Judy Blume,91,Summer Sisters,1999
0684837013,Robert C. Atkins,92,Dr. Atkins' Quick and Easy New Diet Cookbook,1999
0140157352,Roger Fisher,93,Getting to Yes: Negotiating Agreement Without Giving In,1999
0375706771,Chris Bohjalian,94,Midwives (Oprah's Book Club),1999
0316899984,Breena Clarke,95,"River, Cross My Heart: A Novel (Oprah's Book Club)",1999
1891620088,Sherry Sontag,96,Blind Man's Bluff: The Untold Story Of American Submarine Espionage,1999
0395843685,John Updike,97,The Best American Short Stories of the Century,1999
0805056491,Julie Morgenstern,98,Organizing From the Inside Out,1999
0786862734,Fran McCullough,99,The Low-Carb Cookbook: The Complete Guide to the Healthy Low-Carbohydrate Lifestyle with over 250 Delicious Recipes,1999
0201696967,Elizabeth Castro,100,HTML 4 for the World Wide Web: VQS (3rd Edition),1999
0439139597,J.K. Rowling,1,Harry Potter And The Goblet Of Fire (Book 4),2000
0399144463,Spencer Johnson,2,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2000
0439136350,J.K. Rowling,3,Harry Potter And The Prisoner Of Azkaban,2000
0439064864,J.K. Rowling,4,Harry Potter and the Chamber of Secrets,2000
0590353403,J.K. Rowling,5,Harry Potter And The Sorcerer's Stone,2000
0060193395,Bill Phillips,6,Body for Life: 12 Weeks to Mental and Physical Strength,2000
0385497466,John Grisham,7,The Brethren,2000
0811826848,The Beatles,8,The Beatles Anthology,2000
0060930535,Barbara Kingsolver,9,The Poisonwood Bible (Oprah's Book Club),2000
0446677450,Robert T. Kiyosaki,10,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",2000
059035342X,J.K. Rowling,11,Harry Potter and the Sorcerer's Stone,2000
0385484518,Mitch Albom,12,"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",2000
0375407545,Andrew Weil M.D.,13,"Eating Well for Optimum Health: The Essential Guide to Food, Diet, and Nutrition",2000
039914563X,Tom Clancy,14,The Bear and the Dragon,2000
067169507X,Gary Zukav,15,The Seat of the Soul,2000
0767905288,Bill O'Reilly,16,"The O'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",2000
1878424319,Don Miguel Ruiz,17,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2000
0684852861,Marcus Buckingham,18,"First, Break All the Rules: What the World's Greatest Managers Do Differently",2000
0743418301,Linda Cobb,19,Talking Dirty With The Queen Of Clean,2000
0811825558,Joshua Piven,20,The Worst-Case Scenario Survival Handbook,2000
0553111337,James Bradley,21,Flags of Our Fathers,2000
0842329285,Jerry B. Jenkins,22,The Indwelling: The Beast Takes Possession (Left Behind #7),2000
0671708635,Stephen R. Covey,23,The 7 Habits of Highly Effective People,2000
0399146113,Lance Armstrong,24,It's Not about the Bike: My Journey Back to Life,2000
0060175869,Jacques Barzun,25,From Dawn to Decadence: 1500 to the Present: 500 Years of Western Cultural Life,2000
0786866314,Phillip C. McGraw,26,Relationship Rescue: A Seven-Step Strategy for Reconnecting with You Partner,2000
1565122968,Robert Morgan,27,Gap Creek : The Story of a Marriage,2000
0316316962,Malcolm Gladwell,28,The Tipping Point: How Little Things Can Make a Big Difference,2000
0385502532,Christina Schwarz,29,Drowning Ruth: A Novel (Oprah's Book Club),2000
0345443284,Sue Miller,30,While I Was Gone (Oprah's Book Club),2000
076790396X,Brooke Siler,31,"The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening and Toning Your Body- Without Machines",2000
0066620031,Christos M. Cotsakos,32,It's Your Money: The E*TRADE Step-by-Step Guide to Online Investing,2000
006019491X,Isabel Allende,33,Daughter of Fortune: A Novel,2000
0374111197,Seamus Heaney,34,Beowulf: A New Verse Translation,2000
0399146253,Patricia Cornwell,35,The Last Precinct (A Scarpetta Novel),2000
0684863472,Dave Eggers,36,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,2000
0375502025,Tom Brokaw,37,The Greatest Generation,2000
0670894184,Tawni O'Dell,38,Back Roads (Oprah's Book Club),2000
0767902076,Cheryl Richardson,39,Take Time for Your Life: A Personal Coach's 7-Step Program for Creating the Life You Want,2000
0842332251,Tim LaHaye,40,The Mark: The Beast Rules the World (Left Behind #8),2000
0684846098,Stephen E. Ambrose,41,"Nothing Like It in the World: The Men Who Built the Transcontinental Railroad, 1863-1869",2000
0312195516,Anita Diamant,42,The Red Tent,2000
0060199652,Barbara Kingsolver,43,Prodigal Summer,2000
